hour_of_day,day_of_week,bus_id,stop_id,historic_fullness
21,1,1,2,55.35
20,2,3,1,61.27
22,0,2,1,36.9
10,1,1,5,35.56
10,0,2,4,36.79
18,4,2,3,67.65
0,5,2,5,0.0
0,2,2,5,0.0
12,2,3,1,37.14
15,0,3,2,52.12
10,3,3,3,34.6
5,4,2,3,24.01
13,1,2,1,45.4
17,1,2,3,70.06
1,2,3,4,4.72
7,4,3,1,70.59
22,6,3,1,28.37
18,2,2,1,78.94
18,6,3,4,45.79
13,1,2,1,27.77
20,6,2,5,58.78
9,3,3,5,46.17
10,1,2,4,23.1
8,4,3,4,60.55
21,6,3,2,26.86
0,5,3,5,3.48
5,4,2,2,34.94
21,6,3,4,20.47
8,5,3,5,29.07
13,4,3,1,49.7
16,1,2,4,32.09
4,1,1,3,22.05
13,3,2,1,46.15
20,1,2,3,55.79
9,5,1,3,63.27
21,4,1,4,26.77
7,0,1,2,69.18
0,1,2,4,2.82
15,4,2,4,43.9
20,0,1,2,79.97
8,1,1,3,82.27
8,5,3,2,55.71
20,6,1,4,46.34
0,0,1,3,16.07
19,2,1,4,79.89
11,5,3,1,28.75
12,6,3,2,30.61
7,0,3,5,51.28
3,4,3,5,9.01
16,2,2,1,48.94
7,4,1,3,81.59
10,6,3,4,12.12
23,5,1,4,14.39
6,1,1,2,46.69
6,2,2,4,32.08
8,6,3,1,47.29
15,4,2,1,37.34
10,4,2,4,32.75
21,1,2,2,44.61
11,3,3,3,35.26
9,0,3,5,43.93
1,6,3,1,8.16
22,6,3,2,22.61
8,4,2,3,72.12
20,5,2,1,73.28
17,6,1,4,45.23
12,0,2,3,32.56
9,0,1,3,58.03
6,6,1,4,19.8
20,2,3,4,59.33
1,2,1,4,8.4
15,5,2,3,22.63
22,3,1,2,41.97
22,2,3,1,36.66
11,3,3,5,25.55
23,2,2,1,34.23
1,5,3,2,16.41
20,3,3,2,70.63
0,3,1,3,22.83
10,4,1,1,58.39
5,1,3,2,35.72
19,5,2,3,49.6
14,3,3,2,51.64
8,1,3,5,56.49
10,6,2,2,25.81
2,3,2,2,36.55
12,3,3,2,57.3
0,0,3,5,0.0
20,1,1,4,62.66
6,2,3,2,48.14
1,3,3,4,12.17
19,2,1,1,84.41
11,1,3,1,42.72
0,5,3,4,3.13
14,6,3,4,9.39
3,1,3,2,33.38
6,6,2,3,34.36
23,3,2,2,43.16
13,6,1,5,24.65
6,6,2,2,22.75
13,1,2,2,54.11
0,2,2,2,34.58
19,3,1,3,74.5
18,5,3,4,58.99
2,0,2,2,27.33
10,5,2,2,39.52
22,3,3,4,16.84
23,4,2,1,39.81
3,4,1,1,28.61
10,1,2,3,36.8
19,5,3,1,57.04
0,2,3,5,3.95
12,2,2,3,46.61
4,4,1,5,11.51
5,2,1,5,2.15
15,2,2,2,64.0
2,2,3,5,16.05
13,1,2,1,34.66
10,0,1,4,40.52
8,5,2,4,45.98
9,2,3,3,62.11
16,2,2,2,47.35
10,5,2,2,33.12
17,6,3,4,43.73
1,1,1,1,24.48
7,1,1,4,57.67
8,1,3,4,48.35
13,0,2,1,44.46
14,2,3,5,19.27
15,3,2,1,50.46
23,6,1,1,46.9
11,0,1,3,40.36
5,6,1,5,6.92
8,4,3,5,54.0
6,4,1,5,33.78
18,1,2,1,75.61
7,6,2,1,65.94
10,0,2,1,43.86
12,2,3,1,30.1
10,1,1,1,51.95
14,6,3,4,27.1
14,5,2,5,13.89
21,0,2,1,40.3
20,4,2,3,75.47
23,5,3,2,28.33
6,6,1,3,38.58
10,6,1,1,53.91
17,4,2,1,68.71
12,2,1,2,43.95
12,0,1,2,57.43
5,3,2,3,25.77
20,6,3,2,63.15
3,2,2,4,26.63
23,6,2,5,4.29
4,2,3,1,25.54
11,4,1,4,35.15
14,3,2,3,53.76
18,4,2,1,90.94
13,6,2,5,13.87
5,3,3,4,5.6
2,0,3,3,21.88
14,5,1,2,41.9
15,4,3,5,24.64
2,2,2,4,15.2
2,6,2,3,0.0
4,1,3,3,14.89
7,4,2,3,59.48
18,0,3,1,66.06
1,4,1,5,26.55
13,3,1,4,29.95
21,5,3,3,26.51
11,2,3,1,37.77
16,0,1,4,32.76
5,6,1,4,16.32
1,0,2,3,22.72
10,4,3,4,29.56
21,3,3,3,37.75
10,6,1,2,37.35
5,0,3,5,0.1
8,6,3,1,46.32
13,4,1,1,43.4
12,0,1,2,78.59
20,3,2,4,74.96
21,5,3,4,4.19
9,4,3,3,49.42
22,5,3,4,18.85
9,0,1,2,84.38
0,1,1,1,34.39
22,1,1,2,47.96
15,5,1,2,44.0
13,6,3,5,17.62
6,0,2,4,30.69
4,3,2,1,7.25
3,1,1,4,18.16
15,3,1,4,33.19
18,1,1,3,76.4
18,6,2,1,88.88
10,0,1,4,37.94
13,6,2,5,17.49
19,5,3,3,62.37
1,3,2,4,18.86
16,4,3,5,23.36
21,6,2,2,39.85
22,0,3,1,51.45
13,4,2,5,20.95
2,2,3,4,13.79
15,0,2,5,22.59
20,2,2,4,69.44
0,1,2,2,22.65
15,2,2,2,46.66
16,1,3,3,27.64
19,6,3,4,57.81
4,2,3,4,17.35
13,6,3,3,15.03
15,6,1,5,25.44
6,2,3,1,29.32
21,3,1,2,39.93
6,1,3,4,23.26
3,6,2,4,2.53
9,1,1,5,79.41
1,0,2,3,23.46
11,5,1,2,33.98
16,0,1,3,35.48
13,0,3,2,53.17
3,4,1,4,36.71
8,2,2,1,57.31
17,2,1,5,49.96
19,5,1,1,84.97
14,6,2,1,38.12
3,6,3,5,0.0
3,6,3,1,14.28
16,0,1,1,23.91
6,2,1,3,40.03
22,3,3,4,27.62
23,6,1,2,47.39
20,2,2,2,71.89
3,6,1,4,10.69
13,6,1,2,37.6
15,2,2,5,32.04
5,0,2,3,12.84
22,6,2,3,21.74
20,5,1,2,67.03
16,3,1,2,55.21
13,3,2,4,41.87
16,6,3,3,18.12
0,3,1,1,30.31
22,6,3,1,13.41
2,2,2,4,12.6
5,3,1,4,19.6
1,5,3,2,35.97
18,0,3,5,46.1
9,3,2,5,66.71
9,5,3,3,57.97
11,0,2,5,32.25
19,1,3,4,74.07
14,5,1,5,27.98
19,6,3,4,53.11
22,2,3,4,24.58
6,2,1,1,54.79
17,2,2,2,88.77
16,4,2,2,39.99
2,4,3,3,4.45
16,2,3,2,38.38
0,0,3,5,0.0
8,1,2,4,59.49
16,0,3,1,44.9
11,2,3,5,21.34
11,0,1,1,49.66
14,2,3,1,40.46
14,2,1,5,41.79
18,5,3,5,27.02
19,1,2,3,65.15
9,5,3,5,41.69
21,1,3,4,34.6
16,5,1,1,31.06
10,4,3,2,24.99
11,3,1,2,59.96
22,3,2,1,34.92
2,0,2,2,20.48
15,1,2,1,40.01
11,5,3,4,18.52
18,4,3,4,55.16
8,4,2,4,42.36
14,5,2,4,32.18
5,1,3,2,35.2
15,5,2,2,45.21
22,4,3,1,25.9
22,1,2,4,28.39
1,5,1,5,4.95
11,0,3,4,34.79
3,0,2,5,15.35
9,0,3,2,64.13
3,2,2,3,20.66
9,2,2,1,73.66
4,1,3,4,21.65
1,2,2,2,35.64
5,6,3,4,6.31
0,0,3,3,15.67
2,6,1,4,21.28
15,4,2,5,33.28
14,2,2,4,28.11
23,6,3,2,41.23
4,4,3,4,15.58
14,5,2,2,36.46
23,2,1,5,26.16
21,4,2,4,32.37
7,3,2,5,58.71
1,5,2,3,11.58
20,0,1,1,82.49
18,5,3,3,68.6
17,5,1,5,63.57
2,1,3,5,6.53
18,6,1,5,62.53
16,1,2,5,16.74
0,0,3,5,8.18
5,0,2,2,44.47
7,6,3,5,38.26
14,0,3,5,18.22
10,3,3,1,29.78
15,6,1,3,26.28
13,1,2,1,38.72
16,2,2,3,32.04
2,0,1,5,3.76
5,2,1,2,35.12
8,6,1,2,77.22
9,3,3,2,62.74
1,4,2,2,42.15
0,5,1,3,19.09
12,0,2,2,58.24
13,2,2,4,29.74
3,0,1,2,41.84
19,4,1,4,61.26
16,6,3,4,22.12
3,2,1,3,26.37
14,4,2,1,49.43
15,0,2,2,40.6
0,2,3,5,0.0
21,0,1,5,34.78
20,6,1,3,57.41
18,3,2,1,78.71
20,4,1,2,74.06
11,4,1,2,61.79
17,3,3,4,50.14
1,0,2,5,14.42
9,5,1,1,70.01
1,3,2,5,4.43
8,6,3,4,49.66
11,6,3,2,37.08
18,6,3,3,50.69
1,1,3,5,0.0
18,0,2,1,59.3
12,5,1,2,47.8
23,4,2,4,17.48
6,4,3,3,30.76
21,2,3,3,27.89
22,3,2,2,50.43
21,2,2,2,42.58
14,4,2,1,42.36
22,1,3,1,40.85
19,3,1,1,82.68
21,1,2,5,27.53
22,5,2,4,23.75
17,0,3,1,57.72
17,0,3,4,66.05
21,0,2,4,34.9
19,2,2,2,71.87
22,0,1,4,33.05
11,1,2,1,44.69
7,5,1,3,58.92
21,5,2,2,37.67
2,6,3,3,16.45
22,1,1,4,43.65
11,0,2,4,24.5
22,5,3,2,34.98
0,1,3,4,20.63
3,6,2,5,3.09
16,3,1,5,38.73
6,5,3,5,26.1
21,5,3,5,18.19
5,0,3,2,26.99
23,0,1,3,48.36
18,6,1,5,56.16
23,6,2,2,35.19
21,0,3,5,17.19
19,2,3,5,67.51
14,0,2,1,38.45
10,3,2,3,47.26
3,5,3,4,4.0
15,2,3,1,28.81
23,1,1,3,42.94
13,4,2,3,23.2
0,3,1,3,30.0
2,4,1,2,42.08
22,3,1,2,45.26
6,1,2,3,35.99
2,5,3,1,25.63
0,3,2,1,20.95
18,6,3,3,46.53
8,1,1,4,76.85
7,2,1,3,85.7
16,6,1,1,35.03
19,4,2,1,83.09
20,3,3,1,80.73
2,0,1,4,14.06
10,6,3,1,21.12
4,0,2,1,34.85
9,4,3,4,68.48
2,0,3,1,24.5
17,0,2,4,57.96
12,0,3,4,45.9
7,6,3,5,35.75
0,3,2,4,12.32
13,4,3,1,42.74
10,5,3,1,37.43
14,4,2,5,36.83
6,0,1,1,48.32
19,5,1,5,58.71
6,4,1,5,30.35
8,2,2,4,64.47
23,4,2,2,24.76
7,1,1,1,72.63
4,2,3,4,11.93
16,5,2,3,15.79
18,4,1,2,88.09
15,2,3,3,33.36
9,2,1,5,74.04
18,5,3,2,77.58
1,1,3,5,1.27
1,3,2,2,28.79
6,5,1,1,34.41
10,1,3,4,21.39
22,5,2,5,16.56
22,2,3,5,13.93
10,4,2,4,20.96
10,1,1,4,39.98
1,3,1,1,35.04
20,1,3,2,68.57
14,4,1,2,62.16
15,5,2,4,19.95
6,3,1,1,47.03
11,0,1,3,51.56
0,4,1,2,34.73
9,3,1,5,63.64
11,0,1,2,50.87
6,2,1,2,48.43
8,5,1,3,58.35
17,1,1,2,79.03
0,1,2,1,23.59
0,6,3,2,2.61
12,5,1,3,31.07
6,2,2,2,42.72
11,6,2,2,37.95
16,6,3,4,13.07
22,0,1,2,49.51
4,6,1,2,28.84
17,3,3,3,72.0
10,4,2,2,39.8
1,6,3,5,0.0
6,6,3,3,11.66
4,2,1,1,26.1
20,6,2,2,67.18
16,4,2,2,38.84
23,0,2,5,14.63
2,1,3,4,6.35
20,6,3,3,56.45
15,4,2,2,54.76
10,5,2,5,10.54
22,3,3,4,21.7
15,2,3,4,22.59
20,6,3,1,59.75
6,1,1,4,28.21
7,3,1,3,74.59
13,3,3,2,30.71
11,2,3,1,37.12
4,6,1,3,17.41
14,4,2,2,51.47
18,0,2,5,81.54
19,2,2,4,67.8
14,3,2,3,31.97
15,2,2,4,34.24
0,1,2,2,15.79
8,5,1,3,59.36
2,2,3,5,0.0
17,5,1,3,72.32
7,0,1,1,70.6
11,0,3,2,44.07
10,1,3,3,24.92
8,2,3,3,73.91
6,5,3,2,27.43
22,5,3,3,34.66
0,6,2,3,16.51
11,6,2,4,28.86
18,6,3,1,62.95
15,5,3,2,38.15
12,1,1,2,39.58
15,1,3,5,22.77
17,6,2,4,61.76
10,6,1,3,29.61
6,3,3,4,13.76
6,3,2,5,24.58
0,2,1,5,28.63
4,2,3,1,29.98
15,6,3,3,24.5
10,1,2,4,37.61
21,6,2,5,12.07
9,2,3,1,51.37
18,6,1,2,67.6
4,2,3,5,17.5
19,4,2,4,62.81
6,3,1,5,28.05
12,1,2,1,42.6
10,4,2,3,50.23
2,1,1,5,28.01
5,0,3,5,22.75
15,0,1,2,53.73
2,3,2,2,32.36
7,2,3,5,37.87
2,3,1,3,36.82
16,0,1,3,30.66
13,3,1,1,51.73
4,4,2,4,6.22
23,0,2,2,40.29
4,6,1,3,8.3
13,6,3,4,15.14
5,4,3,3,10.69
18,1,3,4,55.61
8,1,1,2,86.67
14,0,2,5,21.16
7,4,2,5,56.76
15,3,2,5,39.74
1,5,1,3,10.89
20,3,2,3,64.26
12,4,1,4,38.16
7,1,3,4,64.44
14,3,3,2,46.55
22,4,1,4,30.75
22,0,1,2,53.87
8,5,3,3,41.18
21,0,3,2,45.45
15,3,3,1,43.27
11,0,1,5,32.54
10,3,2,2,38.29
8,1,3,1,57.91
14,0,1,4,44.28
12,2,3,4,39.83
6,3,1,1,39.9
8,0,3,2,73.67
10,5,3,4,0.0
15,3,1,1,45.32
17,5,1,4,59.75
4,3,2,2,22.72
5,6,1,5,0.0
3,1,2,1,19.66
17,5,2,2,72.34
2,5,1,3,13.5
4,3,2,2,12.09
6,5,1,5,3.03
6,3,3,1,30.15
20,6,3,1,63.66
12,5,2,4,3.02
1,4,1,1,26.0
12,6,1,2,40.79
11,1,1,1,61.11
0,3,1,1,26.92
10,6,1,1,38.06
7,0,3,2,71.13
23,1,1,4,17.96
16,0,2,3,41.15
17,5,1,5,56.72
6,4,2,4,34.07
3,1,1,1,61.41
11,2,1,1,33.33
12,5,2,1,48.8
12,1,2,2,47.7
2,5,2,5,2.3
11,0,1,2,54.64
13,2,3,4,26.61
3,5,3,5,0.0
5,2,1,5,17.64
10,5,3,4,2.86
21,6,3,2,36.0
10,1,3,3,26.67
21,3,1,3,30.96
0,4,3,4,6.4
12,4,3,2,55.06
16,4,3,1,30.72
7,0,3,1,67.87
9,1,3,4,49.15
7,4,1,1,81.06
4,2,2,3,25.48
6,1,2,2,59.79
20,0,1,5,63.6
14,5,2,2,45.35
8,2,3,1,65.78
16,6,2,3,35.37
0,1,3,3,9.25
10,1,1,5,35.96
1,5,1,2,23.44
19,6,2,5,49.49
10,1,2,1,40.73
2,6,2,1,17.02
6,0,3,2,39.07
6,1,1,2,51.72
18,4,1,2,97.62
16,0,2,4,37.88
9,1,3,2,76.95
7,3,1,5,56.36
7,2,2,5,47.89
14,5,1,3,42.64
15,0,2,4,42.01
12,1,2,4,46.78
13,4,3,4,25.17
4,6,2,1,13.16
12,3,1,3,31.88
19,4,1,5,61.86
23,1,2,4,37.97
14,2,2,3,36.27
12,4,3,4,35.12
2,2,1,4,18.48
6,1,1,1,47.59
0,6,3,3,0.0
15,3,2,4,35.68
23,2,2,4,6.07
9,5,3,1,53.5
13,0,1,4,26.96
18,1,1,4,79.65
8,6,3,3,56.22
16,5,2,3,28.73
22,0,3,4,37.17
13,5,1,2,37.41
15,0,2,1,58.98
22,5,3,2,37.46
8,4,2,2,73.11
8,1,3,5,59.08
21,6,1,1,26.15
3,6,1,4,3.4
12,5,3,1,25.13
16,1,2,2,40.77
13,2,3,3,26.55
16,4,3,4,34.78
18,2,3,4,57.93
23,6,1,1,37.82
20,4,2,2,75.44
8,5,1,4,40.44
22,2,1,2,52.16
15,0,1,1,34.7
22,3,3,4,24.45
20,2,3,4,49.05
5,1,2,2,45.9
22,1,1,4,42.29
5,4,1,4,20.85
18,6,1,2,85.11
6,0,3,2,33.23
6,2,2,4,34.35
20,4,1,2,86.6
2,2,1,4,22.11
3,2,1,3,35.18
0,4,1,4,25.86
15,5,1,1,42.31
1,2,1,5,1.76
1,0,1,5,7.32
0,3,3,5,4.02
8,3,2,3,65.75
19,3,2,3,60.96
21,2,2,2,64.29
11,5,2,4,37.13
19,0,2,3,74.82
3,0,2,4,15.58
23,6,1,1,33.3
19,0,3,3,57.38
22,6,1,3,30.62
14,4,3,4,32.06
16,3,3,2,30.07
0,5,2,1,17.67
20,2,1,3,73.76
21,3,1,5,14.74
15,3,3,5,18.12
2,2,2,4,11.69
21,6,3,1,40.1
23,3,2,5,29.45
6,5,1,5,9.32
18,6,3,5,48.89
1,1,2,1,12.62
9,6,3,5,48.66
14,1,2,1,41.23
15,5,3,2,34.25
7,1,1,1,85.61
3,3,3,1,9.7
5,2,2,3,8.82
7,5,2,4,45.33
21,0,3,2,48.31
17,5,3,4,37.85
2,6,3,3,0.0
7,4,3,1,61.39
20,2,2,4,69.41
20,5,3,4,59.6
7,1,2,1,66.29
9,0,1,1,71.71
10,5,3,2,39.23
23,0,3,3,15.04
4,6,2,4,1.89
18,5,1,3,66.52
1,4,3,2,28.59
12,3,2,3,35.92
21,6,1,5,20.28
21,4,3,2,20.09
3,3,1,5,9.73
14,2,1,3,48.63
7,3,3,4,47.14
4,4,2,2,30.47
23,5,3,1,28.57
19,2,2,5,57.26
22,0,2,5,26.36
15,5,1,4,22.3
9,5,2,1,58.35
10,1,3,2,44.88
23,6,1,1,36.26
5,6,2,4,0.31
9,6,3,2,61.79
0,4,2,3,25.72
13,5,2,3,13.6
12,3,1,5,44.27
23,2,2,2,42.31
22,6,3,4,18.4
3,1,2,5,19.58
1,6,3,3,0.0
14,5,1,5,19.32
4,3,3,4,7.69
9,1,1,2,73.73
23,1,3,1,48.88
11,5,3,1,23.15
21,6,1,4,20.56
13,5,1,1,41.64
3,2,2,2,20.38
1,0,3,3,11.83
18,3,1,4,72.54
7,0,1,2,77.34
12,3,2,5,29.25
5,5,3,4,0.0
22,6,3,1,12.88
14,6,3,4,22.57
8,5,3,4,59.04
11,0,1,1,50.15
2,0,2,5,11.8
7,0,3,5,55.54
18,3,2,1,64.85
18,1,2,4,78.62
20,5,2,3,61.62
18,1,1,3,88.05
2,5,3,2,9.14
12,6,3,1,44.54
12,4,3,5,31.2
15,0,3,5,29.42
17,5,3,1,61.87
6,5,1,2,38.01
19,5,1,1,79.6
17,3,2,1,76.12
1,1,3,2,9.26
20,1,1,5,56.06
8,6,1,1,63.51
3,4,2,3,22.48
17,1,2,1,74.55
7,2,1,5,69.75
9,5,3,4,29.39
4,4,2,3,21.15
16,2,3,5,5.46
16,1,3,1,41.08
21,6,1,2,39.24
1,1,1,3,28.36
6,1,3,5,13.09
6,4,2,3,45.24
4,5,3,4,8.33
2,4,2,3,24.67
12,5,1,4,28.96
14,0,2,4,39.64
22,1,3,2,34.34
2,5,3,3,11.84
20,5,3,2,78.2
22,2,3,5,28.56
19,1,2,2,74.16
10,6,2,4,22.89
0,4,1,1,19.65
8,0,3,1,69.58
21,4,2,1,43.6
10,5,1,3,15.04
10,6,2,2,25.71
7,2,1,1,72.73
12,1,2,1,42.59
3,1,3,3,5.32
18,6,2,1,68.11
16,2,3,5,22.01
9,4,2,5,53.45
3,0,1,3,18.95
12,1,2,5,38.39
17,4,2,4,78.24
18,1,2,1,71.13
21,4,3,2,35.1
21,1,1,4,38.93
18,5,2,1,62.14
23,5,2,2,33.88
21,4,2,4,35.92
5,3,2,4,0.0
16,2,2,4,40.55
16,5,1,3,30.58
20,6,1,3,61.71
13,6,2,1,34.29
20,0,1,2,84.7
2,1,3,1,6.15
2,5,2,5,11.96
15,6,1,4,30.33
21,4,3,2,43.54
15,3,3,5,32.61
22,0,2,1,31.83
19,1,3,1,73.79
22,3,3,5,17.86
23,2,1,5,36.77
21,4,1,5,12.98
14,1,3,5,24.21
7,1,1,3,65.18
4,4,2,1,28.46
13,3,2,2,53.76
11,0,2,2,44.34
17,6,1,3,59.3
9,3,2,3,64.11
6,0,3,5,12.83
12,1,2,5,36.74
1,3,3,4,7.05
1,2,1,5,0.0
14,2,2,3,37.0
3,0,2,2,21.69
12,2,1,1,36.95
13,3,1,1,40.1
16,4,1,4,35.88
3,3,1,2,45.63
21,2,1,4,37.51
12,2,2,3,35.15
13,1,3,3,38.65
3,3,3,4,6.33
5,1,2,4,9.44
0,2,3,2,15.77
3,1,2,1,10.99
4,3,2,3,16.88
1,1,3,2,26.26
15,5,2,1,34.23
13,3,3,4,26.67
21,5,1,3,22.43
12,4,3,4,34.87
4,0,1,1,19.46
4,1,2,5,16.21
0,6,3,2,6.98
1,5,2,4,0.0
19,5,1,4,48.27
15,2,2,4,30.99
2,6,2,2,27.8
19,1,3,5,59.13
5,1,2,1,32.83
8,5,1,4,59.18
6,3,3,1,26.17
22,5,3,5,7.35
5,1,3,2,18.76
7,0,1,4,75.64
1,2,1,2,25.43
13,0,3,2,52.15
2,6,1,4,17.14
13,4,2,2,64.64
7,2,2,4,56.72
1,4,2,1,30.7
9,0,2,3,83.25
8,2,3,4,50.06
7,2,1,2,67.72
1,0,1,3,9.96
6,2,2,3,40.7
19,0,2,2,64.93
8,3,2,3,62.02
9,0,1,1,78.5
21,4,1,3,41.48
11,5,2,5,23.4
16,4,2,2,46.78
20,2,1,5,75.23
12,0,1,2,47.38
20,5,3,1,54.58
1,4,3,2,18.82
6,5,2,1,36.64
2,4,3,3,22.2
9,5,2,2,68.61
17,5,1,1,79.47
4,1,2,5,0.58
22,2,3,3,43.34
11,3,3,1,52.19
13,0,2,4,40.88
16,4,1,2,64.25
19,2,3,2,61.75
9,0,3,1,60.8
22,1,3,4,19.12
15,5,3,5,20.77
2,1,2,5,1.6
12,4,2,4,41.06
19,2,1,2,95.96
0,1,3,2,30.56
18,5,1,5,57.27
14,4,3,5,17.1
8,2,1,3,63.23
22,2,3,1,45.0
5,1,1,5,21.23
7,2,1,2,79.69
8,1,2,1,66.66
20,1,1,5,48.79
3,0,3,3,6.43
20,4,2,3,85.29
2,5,3,3,0.0
23,1,2,5,26.52
9,2,1,1,83.06
11,1,3,3,24.96
5,2,1,5,16.48
21,6,3,1,32.5
23,5,3,4,15.1
20,2,3,5,77.95
17,1,2,2,66.65
10,2,1,5,38.47
20,6,2,2,68.62
14,1,3,4,36.18
11,1,2,1,48.53
15,1,2,2,44.13
5,1,3,4,11.83
23,1,3,3,15.14
0,2,1,2,39.83
12,5,3,2,37.39
2,1,1,4,25.11
7,3,3,4,63.46
3,5,3,2,17.94
23,6,1,5,21.18
3,3,2,1,17.95
3,6,1,1,14.3
4,1,1,3,34.49
4,5,3,1,21.49
0,6,1,5,3.1
23,6,2,1,30.37
6,1,2,5,17.76
14,6,1,3,44.38
10,3,1,2,55.32
1,4,3,3,30.53
20,4,1,1,72.97
1,0,3,3,11.98
3,4,2,2,31.85
0,1,1,2,40.17
13,3,1,3,43.27
20,2,1,4,63.02
21,5,1,4,32.05
5,0,1,1,35.77
9,2,1,5,52.67
10,0,2,1,50.84
1,4,1,2,44.36
13,4,2,5,31.07
5,5,2,2,20.64
21,5,2,5,19.43
9,2,1,3,63.11
15,5,2,3,30.24
22,6,1,1,17.78
4,6,3,2,22.01
10,1,2,4,17.51
23,6,2,1,42.03
3,4,2,3,17.36
4,0,2,2,28.31
5,6,2,3,4.98
10,3,2,4,27.7
22,3,3,3,41.35
4,6,3,2,0.0
12,3,3,4,40.22
17,4,2,5,62.7
17,6,1,4,50.34
2,4,3,4,1.4
16,4,3,2,53.41
22,0,1,3,32.44
0,1,1,3,15.77
17,3,1,1,89.1
1,2,2,2,32.71
9,3,1,5,52.5
13,1,1,2,56.73
1,5,1,1,11.79
22,5,1,4,33.81
23,0,3,4,33.49
11,0,3,1,44.26
21,4,1,4,37.89
19,6,1,1,84.09
4,2,1,1,30.0
7,0,1,5,50.55
13,1,1,4,43.6
23,1,3,5,36.69
22,2,2,4,21.88
23,2,2,1,37.11
9,0,1,1,78.33
20,0,3,2,74.57
16,1,1,4,27.14
13,5,2,5,28.97
22,6,2,5,33.56
16,2,3,2,41.57
13,1,2,1,37.77
16,3,1,2,37.61
12,4,1,2,57.06
12,1,3,5,33.83
19,6,1,4,63.8
15,2,3,4,29.98
12,1,1,3,40.29
20,3,1,3,66.26
3,0,1,3,31.68
19,6,2,1,72.31
7,2,1,5,47.63
3,0,1,5,27.72
0,6,2,2,24.59
17,1,3,1,81.2
7,2,1,5,49.26
18,0,3,4,49.07
1,0,2,1,23.81
9,0,2,3,69.02
12,4,1,3,59.37
12,5,2,2,45.65
22,5,1,3,28.06
13,5,3,1,21.79
16,6,1,1,44.84
18,6,2,4,47.28
18,6,1,3,78.03
5,1,3,4,7.72
2,5,1,2,37.72
6,6,3,2,35.43
22,1,3,5,18.9
23,4,3,5,15.84
10,3,1,3,37.27
9,2,3,4,58.43
1,5,3,4,0.62
7,1,3,5,45.25
2,1,3,4,8.67
3,6,1,2,25.63
9,4,1,4,47.97
3,3,2,2,33.67
9,1,1,3,62.16
18,2,2,1,65.77
2,1,3,4,0.0
8,3,2,4,45.65
20,1,1,5,54.16
15,0,2,3,34.33
12,3,3,2,60.63
14,2,3,5,20.79
10,2,1,4,36.42
16,3,2,1,43.2
19,5,1,2,76.05
22,6,3,1,24.38
4,6,1,3,5.44
12,1,3,4,41.61
2,1,2,4,29.46
21,0,2,4,16.54
14,5,3,4,11.81
3,0,1,1,27.76
12,6,2,2,32.28
12,2,1,3,49.05
10,4,2,2,39.17
22,5,2,1,47.32
8,3,1,5,69.52
4,3,1,2,36.7
10,4,1,5,38.22
12,0,2,4,43.85
15,1,1,2,50.49
0,6,3,4,0.0
8,2,3,2,70.63
2,1,1,3,31.89
12,0,2,4,36.11
13,4,1,3,32.38
5,6,1,1,13.58
13,2,2,2,49.41
6,2,2,4,29.39
15,4,3,2,60.78
22,3,2,5,13.91
12,6,1,5,29.04
19,1,1,5,76.91
19,1,2,3,88.17
0,1,2,2,26.76
15,6,2,1,38.93
21,3,2,5,29.56
23,0,2,2,46.56
20,3,3,5,54.21
3,0,1,2,38.49
13,5,3,2,14.74
19,3,1,3,80.46
6,1,3,5,21.01
0,2,2,1,23.22
9,2,3,1,81.37
22,3,3,4,19.6
13,3,2,3,36.78
17,3,3,3,80.93
3,1,2,4,8.34
11,1,3,5,20.6
5,4,2,4,13.82
9,6,3,4,51.73
20,2,3,5,56.66
3,0,1,1,19.66
20,0,3,4,55.74
3,3,3,5,0.14
17,0,3,4,59.38
16,4,1,3,43.41
13,1,1,4,43.35
17,3,1,2,70.79
15,0,2,4,43.51
13,6,3,4,22.02
0,2,1,5,26.08
9,2,3,3,63.55
9,6,2,2,73.81
0,3,1,1,33.73
0,1,2,5,20.77
23,4,2,3,39.18
5,4,2,2,29.22
17,3,1,5,83.18
20,3,1,5,72.11
13,1,3,4,34.59
23,1,2,3,24.79
16,1,2,2,34.69
3,5,1,5,7.34
3,5,3,4,1.16
20,2,3,2,70.09
10,1,1,1,46.13
0,3,1,5,27.71
4,0,3,5,10.56
2,4,2,1,15.87
23,5,1,4,24.11
20,5,2,2,63.56
7,5,1,3,56.9
6,4,1,4,31.69
8,5,1,3,56.18
2,1,3,1,9.96
20,4,1,1,78.98
14,4,1,1,45.52
4,2,2,2,6.56
2,0,2,3,36.42
6,3,1,4,43.71
0,3,1,4,16.99
20,0,1,4,70.15
12,2,3,4,20.63
5,1,2,1,38.57
5,5,3,5,10.18
1,0,2,3,21.25
15,4,3,5,33.19
0,1,3,3,16.4
3,1,3,1,9.31
17,0,3,5,51.71
4,1,2,1,26.06
6,0,2,2,41.36
7,0,3,2,68.25
8,2,2,2,74.27
2,2,3,5,4.35
20,2,2,4,65.42
13,4,2,2,41.52
8,1,1,3,64.26
12,0,3,5,14.72
9,1,1,4,72.82
13,3,2,5,13.15
23,2,2,5,34.23
3,4,2,4,26.09
6,4,2,3,32.58
20,6,1,4,39.17
5,0,3,3,12.11
18,3,2,5,59.49
20,4,2,4,56.92
0,0,1,3,20.88
13,6,1,3,47.24
7,0,1,3,75.32
11,1,2,1,37.6
